 person_id | tenant_id | academic_session_id |  role_id   
      9577 | ug4       |                   8 | student
      9581 | ug4       |                   8 | student
      9585 | ug4       |                   8 | student
      9589 | ug4       |                   8 | student
      9592 | ug4       |                   8 | student
      9595 | ug4       |                   8 | student
      9599 | ug4       |                   8 | student
      5192 | ug4       |                   8 | student
      9604 | ug4       |                   8 | student
      9608 | ug4       |                   8 | student
      9616 | ug4       |                   8 | student
      9620 | ug4       |                   8 | student
      9623 | ug4       |                   8 | student
      9627 | ug4       |                   8 | student
      9630 | ug4       |                   8 | student
      6834 | ug4       |                   8 | student
      8408 | ug4       |                   8 | student
      9639 | ug4       |                   8 | student
      9643 | ug4       |                   8 | student
      9649 | ug4       |                   8 | student
      9653 | ug4       |                   8 | student
      9666 | ug4       |                   8 | student
      9672 | ug4       |                   8 | student
      7056 | ug4       |                   8 | student
      9676 | ug4       |                   8 | student
      9682 | ug4       |                   8 | student
      9687 | ug4       |                   8 | student
      9691 | ug4       |                   8 | student
      9701 | ug4       |                   8 | student
      9704 | ug4       |                   8 | student
      9707 | ug4       |                   8 | student
      9711 | ug4       |                   8 | student
      9715 | ug4       |                   8 | student
      9719 | ug4       |                   8 | student
      9723 | ug4       |                   8 | student
      9727 | ug4       |                   8 | student
      9732 | ug4       |                   8 | student
      2068 | ug4       |                   8 | supervisor
      9734 | ug4       |                   8 | student
      9737 | ug4       |                   8 | student
      9738 | ug4       |                   8 | student
      9742 | ug4       |                   8 | student
      9746 | ug4       |                   8 | student
      9749 | ug4       |                   8 | student
      9753 | ug4       |                   8 | student
(706 rows)

