project_id,tenant_id,academic_session_id,person_id,rank,contacted_timestamp,registered_timestamp,suitability
4452,ug4      ,8,5096,1,2020-03-10 15:22:25+00,2020-03-09 13:29:24+00,1
4439,ug4      ,8,5096,3,2020-03-09 12:54:10+00,2020-03-03 10:26:31+00,1
4503,ug4      ,8,5096,13,                      ,2020-03-09 10:22:22+00,2
4453,ug4      ,8,5096,6,2020-03-10 15:23:09+00,2020-03-09 10:10:19+00,2
4405,ug4      ,8,5096,11,2020-03-09 16:26:33+00,2020-03-09 10:06:29+00,1
4484,ug4      ,8,5096,4,2020-03-09 12:49:10+00,2020-03-09 10:17:31+00,2
4460,ug4      ,8,5096,2,2020-03-17 16:36:04+00,2020-03-03 10:08:23+00,2
4521,ug4      ,8,5096,14,                      ,2020-03-25 10:01:27+00 |,
4379,ug4      ,8,5096,7,2020-03-17 16:39:55+00,2020-03-09 11:26:38+00,1
4443,ug4      ,8,5096,10,2020-03-19 12:44:59+00,2020-03-09 11:37:28+00,1
4468,ug4      ,8,5096,5,2020-03-15 15:28:12+00,2020-03-09 09:55:49+00,2
4378,ug4      ,8,5096,0,2020-03-17 00:17:44+00,2020-03-09 11:25:47+00,1
4606,ug4      ,8,5096,9,2020-03-26 15:00:12+00,2020-03-11 08:30:30+00,2
4410,ug4      ,8,5214,8,                      ,2020-03-10 20:22:08+00,0
4553,ug4      ,8,5214,1,2020-03-12 11:39:59+00,2020-03-10 20:19:43+00,1
4443,ug4      ,8,5214,3,2020-03-25 14:44:41+00,2020-03-11 12:35:37+00,2
4445,ug4      ,8,5214,4,2020-03-19 18:01:07+00,2020-03-11 12:41:47+00,2
4414,ug4      ,8,5214,9,                      ,2020-03-11 12:30:39+00,0
4499,ug4      ,8,5214,10,                      ,2020-03-11 12:37:39+00,0
4501,ug4      ,8,5214,11,                      ,2020-03-11 12:45:53+00,0
4509,ug4      ,8,5214,12,                      ,2020-03-11 12:46:27+00,2
4447,ug4      ,8,5214,6,2020-03-19 18:01:18+00,2020-03-11 12:47:49+00,2
4444,ug4      ,8,5214,2,2020-03-19 18:00:55+00,2020-03-10 20:23:31+00,2
4513,ug4      ,8,5214,7,2020-03-27 12:16:28+00,2020-03-10 20:18:37+00,0
4540,ug4      ,8,5214,0,2020-03-09 10:27:57+00,2020-03-04 12:49:48+00,2
4554,ug4      ,8,5214,5,2020-03-27 09:06:49+00,2020-03-26 11:31:26+00,1
4513,ug4      ,8,5215,8,2020-03-23 13:59:11+00,2020-03-11 11:14:51+00,0
4459,ug4      ,8,5215,7,2020-03-12 16:51:26+00,2020-03-11 18:38:50+00,2
4481,ug4      ,8,5215,5,2020-03-26 12:20:14+00,2020-03-11 11:21:56+00,2
4398,ug4      ,8,5215,0,2020-03-11 12:31:26+00,2020-03-07 22:30:21+00,2
4469,ug4      ,8,5215,6,2020-03-12 16:52:18+00,2020-03-07 23:38:16+00,2
4460,ug4      ,8,5215,1,2020-03-17 16:36:05+00,2020-03-07 22:10:54+00,1
4496,ug4      ,8,5215,2,                      ,2020-03-07 23:38:33+00,1
4488,ug4      ,8,5215,3,                      ,2020-03-07 23:38:23+00,1
4475,ug4      ,8,5215,4,2020-03-12 16:54:50+00,2020-03-07 23:38:20+00,1
4365,ug4      ,8,5226,5,2020-03-26 19:35:46+00,2020-03-26 16:41:54+00,0
4499,ug4      ,8,5226,1,2020-03-09 17:55:14+00,2020-03-05 12:35:30+00,1
4445,ug4      ,8,5226,3,2020-03-11 17:47:00+00,2020-03-05 12:23:01+00,2
4477,ug4      ,8,5226,4,2020-03-08 14:12:41+00,2020-03-05 12:21:19+00,2
4613,ug4      ,8,5226,0,                      ,                       |,
4400,ug4      ,8,5226,2,2020-03-15 21:30:01+00,2020-03-09 10:36:04+00,1
4392,ug4      ,8,5255,5,2020-03-05 11:54:28+00,2020-03-04 12:08:28+00,2
4443,ug4      ,8,5255,6,2020-03-11 17:28:39+00,2020-03-04 11:43:34+00,1
4403,ug4      ,8,5255,4,2020-03-25 22:57:20+00,2020-03-04 16:41:58+00,1
4458,ug4      ,8,5255,2,2020-03-05 11:35:33+00,2020-03-02 10:00:27+00,2
4457,ug4      ,8,5255,3,2020-03-05 12:56:21+00,2020-03-05 12:14:57+00,2
4448,ug4      ,8,5255,0,2020-03-10 14:31:19+00,2020-03-02 09:56:39+00,2
4449,ug4      ,8,5255,1,2020-03-10 14:31:53+00,2020-03-02 09:59:24+00,2
4467,ug4      ,8,5387,13,2020-03-15 14:44:07+00,2020-03-03 21:09:00+00,0
4546,ug4      ,8,5387,15,                      ,2020-03-03 21:18:21+00,0
4442,ug4      ,8,5387,10,                      ,2020-03-03 21:12:37+00,0
4457,ug4      ,8,5387,0,2020-03-19 15:42:34+00,2020-03-03 21:11:57+00,1
4544,ug4      ,8,5387,2,2020-03-15 20:25:28+00,2020-03-03 21:04:44+00,1
4415,ug4      ,8,5387,11,                      ,2020-03-03 21:24:56+00,0
4421,ug4      ,8,5387,12,2020-03-26 18:30:51+00,2020-03-03 21:22:59+00,0
4509,ug4      ,8,5387,6,                      ,2020-03-03 21:21:29+00,2
4605,ug4      ,8,5387,4,2020-03-26 14:58:49+00,2020-03-23 10:50:59+00,1
4473,ug4      ,8,5387,3,2020-03-18 11:49:34+00,2020-03-03 21:16:33+00,1
4417,ug4      ,8,5387,7,2020-03-24 00:30:30+00,2020-03-03 21:13:09+00,1
4527,ug4      ,8,5387,8,                      ,2020-03-03 21:18:40+00,0
4487,ug4      ,8,5387,9,                      ,2020-03-03 21:20:56+00,0
4574,ug4      ,8,5387,14,                      ,2020-03-03 21:31:58+00,0
4366,ug4      ,8,5387,1,2020-03-17 09:54:02+00,2020-03-03 21:33:55+00,1
4431,ug4      ,8,5387,5,                      ,2020-03-03 21:31:22+00,1
4512,ug4      ,8,5861,2,                      ,2020-02-26 10:10:34+00,1
4516,ug4      ,8,5861,3,                      ,2020-02-26 10:10:57+00,2
4588,ug4      ,8,5861,0,                      ,                      ,1
4449,ug4      ,8,5861,1,2020-03-10 14:31:58+00,2020-02-26 10:11:06+00,2
4570,ug4      ,8,5871,0,                      ,                      ,1
4366,ug4      ,8,5871,1,2020-02-27 12:28:47+00,2020-02-24 19:37:29+00,1
4499,ug4      ,8,5871,2,2020-03-02 15:57:51+00,2020-02-27 15:21:24+00,1
4452,ug4      ,8,5871,3,2020-03-03 15:44:25+00,2020-03-03 13:55:11+00,2
4604,ug4      ,8,5871,4,2020-03-11 17:24:27+00,2020-03-10 08:23:38+00,2
4465,ug4      ,8,6413,7,2020-03-18 16:03:40+00,2020-03-18 14:59:13+00,0
4453,ug4      ,8,6413,2,2020-03-18 15:55:46+00,2020-03-18 14:57:41+00,2
4507,ug4      ,8,6413,6,2020-03-10 15:51:56+00,2020-03-06 14:56:20+00,0
4398,ug4      ,8,6413,0,2020-03-06 14:14:28+00,2020-03-02 12:51:57+00,2
4506,ug4      ,8,6413,4,2020-03-10 15:58:36+00,2020-03-06 15:12:15+00,1
4584,ug4      ,8,6413,3,2020-03-27 15:25:20+00,2020-03-27 00:07:25+00,1
4400,ug4      ,8,6413,5,                      ,2020-03-26 12:40:27+00,0
4538,ug4      ,8,6413,1,2020-03-27 10:30:57+00,2020-03-26 15:02:03+00,2
4516,ug4      ,8,6548,5,2020-03-27 10:37:49+00,2020-03-20 16:52:05+00,1
4577,ug4      ,8,6548,8,                      ,2020-03-20 10:53:52+00,0
4498,ug4      ,8,6548,0,                      ,2020-03-20 14:06:53+00,1
4403,ug4      ,8,6548,1,2020-03-25 22:13:46+00,2020-03-20 11:14:50+00,1
4448,ug4      ,8,6548,7,                      ,2020-03-20 16:40:26+00,0
4471,ug4      ,8,6548,3,2020-03-24 16:42:15+00,2020-03-20 12:02:29+00,1
4395,ug4      ,8,6548,9,                      ,2020-03-20 15:44:26+00,0
4476,ug4      ,8,6548,6,                      ,2020-03-24 20:08:32+00,1
4474,ug4      ,8,6548,10,                      ,2020-03-20 17:09:35+00,0
4573,ug4      ,8,6548,2,2020-03-24 10:25:23+00,2020-03-20 15:08:55+00,1
4402,ug4      ,8,6548,4,2020-03-25 22:13:53+00,2020-03-20 15:14:01+00,1
4497,ug4      ,8,6582,8,2020-03-19 11:57:13+00,2020-02-24 21:25:34+00,1
4527,ug4      ,8,6582,10,                      ,2020-02-24 21:20:40+00,0
4458,ug4      ,8,6582,4,                      ,2020-02-24 22:45:25+00,1
4402,ug4      ,8,6582,3,2020-03-25 23:05:49+00,2020-02-24 21:29:01+00,2
4526,ug4      ,8,6582,11,                      ,2020-02-24 22:47:09+00,0
4386,ug4      ,8,6582,12,                      ,2020-02-24 22:48:43+00,0
4403,ug4      ,8,6582,0,2020-03-25 23:06:02+00,2020-02-24 21:26:00+00,1
4446,ug4      ,8,6582,7,                      ,2020-03-26 04:31:08+00,1
4474,ug4      ,8,6582,9,                      ,2020-03-08 22:43:02+00,0
4571,ug4      ,8,6582,2,                      ,2020-03-01 00:00:43+00,1
4477,ug4      ,8,6582,1,2020-03-12 12:24:22+00,2020-02-24 22:53:07+00,1
4432,ug4      ,8,6582,5,2020-03-09 19:08:03+00,2020-02-24 22:52:14+00,1
4445,ug4      ,8,6582,6,2020-03-11 18:11:27+00,2020-02-24 22:48:00+00,1
4481,ug4      ,8,6617,5,2020-03-26 13:57:26+00,2020-02-24 13:44:58+00,1
4474,ug4      ,8,6617,6,                      ,2020-02-24 13:46:28+00,0
4469,ug4      ,8,6617,3,                      ,2020-02-24 13:46:43+00,1
4459,ug4      ,8,6617,2,                      ,2020-02-24 13:41:51+00,1
4379,ug4      ,8,6617,0,2020-03-17 16:32:00+00,2020-02-24 13:43:35+00,1
4480,ug4      ,8,6617,4,2020-03-26 13:39:07+00,2020-02-24 13:42:34+00,1
4525,ug4      ,8,6617,1,2020-03-23 07:21:21+00,2020-03-21 16:48:45+00,1
4436,ug4      ,8,6650,1,2020-03-19 12:54:38+00,2020-03-02 23:46:10+00,1
4543,ug4      ,8,6650,6,                      ,2020-03-03 00:16:50+00,1
4481,ug4      ,8,6650,10,2020-03-26 12:35:02+00,2020-03-02 23:52:01+00,1
4383,ug4      ,8,6650,13,2020-03-27 14:08:03+00,2020-03-03 00:16:31+00,0
4538,ug4      ,8,6650,14,                      ,2020-03-03 00:16:59+00 |,
4483,ug4      ,8,6650,3,2020-03-09 12:48:46+00,2020-03-02 23:52:26+00,2
4465,ug4      ,8,6650,8,2020-03-15 05:55:54+00,2020-03-05 13:39:22+00,1
4378,ug4      ,8,6650,2,2020-03-17 00:17:49+00,2020-03-05 12:08:47+00,1
4467,ug4      ,8,6650,11,2020-03-15 14:52:41+00,2020-03-08 20:51:09+00,1
4561,ug4      ,8,6650,7,                      ,2020-03-03 13:27:28+00,1
4480,ug4      ,8,6650,9,2020-03-26 12:33:42+00,2020-03-02 23:48:21+00,2
4413,ug4      ,8,6650,12,                      ,2020-03-02 23:46:28+00,1
4377,ug4      ,8,6650,0,2020-03-17 10:45:41+00,2020-03-02 23:46:44+00,2
4414,ug4      ,8,6650,5,2020-03-10 18:23:43+00,2020-03-02 23:37:02+00,1
4360,ug4      ,8,6650,4,                      ,2020-03-02 23:47:14+00,2
4408,ug4      ,8,6702,4,2020-03-09 07:20:34+00,2020-03-02 21:00:43+00,1
4525,ug4      ,8,6702,0,2020-03-12 11:13:41+00,2020-03-02 21:36:50+00,1
4410,ug4      ,8,6702,11,                      ,2020-03-09 21:02:34+00,0
4401,ug4      ,8,6702,7,2020-03-17 13:08:04+00,2020-02-28 20:27:34+00,1
4417,ug4      ,8,6702,10,                      ,2020-03-02 21:44:44+00,0
4398,ug4      ,8,6702,5,2020-03-08 19:57:48+00,2020-03-02 20:58:46+00,2
4530,ug4      ,8,6702,8,2020-03-25 23:22:49+00,2020-03-09 21:45:14+00,0
4495,ug4      ,8,6702,3,2020-03-14 12:12:56+00,2020-03-09 19:29:07+00,1
4603,ug4      ,8,6702,9,                      ,2020-03-09 19:28:42+00,0
4496,ug4      ,8,6702,1,                      ,2020-03-15 17:44:13+00,1
4377,ug4      ,8,6702,2,2020-03-17 10:45:41+00,2020-03-09 21:38:43+00,1
4503,ug4      ,8,6702,6,                      ,2020-02-28 20:45:22+00,1
4452,ug4      ,8,6705,0,2020-03-03 15:44:27+00,2020-03-03 11:41:37+00,2
4485,ug4      ,8,6705,2,2020-03-19 15:45:28+00,2020-03-19 15:27:23+00,1
4457,ug4      ,8,6705,4,2020-03-19 15:42:37+00,2020-03-09 15:09:26+00,1
4549,ug4      ,8,6705,3,2020-03-20 11:54:46+00,2020-03-09 14:56:44+00,1
4580,ug4      ,8,6705,1,                      ,2020-03-09 15:12:58+00,2
4467,ug4      ,8,6705,5,2020-03-15 14:47:57+00,2020-03-09 15:03:20+00,2
4498,ug4      ,8,6711,4,2020-03-13 20:16:57+00,2020-03-09 16:25:21+00,1
4468,ug4      ,8,6711,8,2020-03-15 15:04:06+00,2020-03-04 16:20:05+00,2
4474,ug4      ,8,6711,6,                      ,2020-03-04 16:11:52+00,2
4467,ug4      ,8,6711,9,2020-03-15 14:56:20+00,2020-03-04 16:20:11+00,2
4571,ug4      ,8,6711,1,                      ,2020-03-04 11:43:59+00,1
4487,ug4      ,8,6711,2,2020-03-19 16:55:54+00,2020-03-04 15:39:12+00,2
4513,ug4      ,8,6711,0,2020-03-11 12:27:24+00,2020-03-04 12:16:02+00,2
4530,ug4      ,8,6711,5,2020-03-17 13:57:39+00,2020-03-04 12:04:59+00,2
4544,ug4      ,8,6711,7,2020-03-10 21:22:32+00,2020-03-04 11:58:26+00,2
4452,ug4      ,8,6711,3,2020-03-18 13:09:22+00,2020-03-13 23:45:35+00,2
4458,ug4      ,8,6711,10,                      ,2020-03-13 23:42:53+00,1
4444,ug4      ,8,6711,11,                      ,2020-03-16 11:55:32+00,1
4445,ug4      ,8,6711,12,                      ,2020-03-16 11:58:19+00,1
4505,ug4      ,8,6714,10,                      ,2020-03-11 21:48:33+00,1
4493,ug4      ,8,6714,14,2020-03-23 11:55:55+00,2020-03-11 22:01:48+00,0
4378,ug4      ,8,6714,3,2020-03-17 00:17:46+00,2020-03-11 20:26:10+00,1
4503,ug4      ,8,6714,9,                      ,2020-03-11 21:48:29+00,1
4473,ug4      ,8,6714,0,2020-03-17 11:24:51+00,2020-03-11 20:51:30+00,2
4361,ug4      ,8,6714,2,                      ,2020-03-11 21:39:04+00,1
4470,ug4      ,8,6714,1,2020-03-17 13:00:19+00,2020-03-11 22:06:25+00,2
4601,ug4      ,8,6714,6,2020-03-12 11:37:19+00,2020-03-11 22:17:23+00,1
4401,ug4      ,8,6714,7,2020-03-17 13:08:05+00,2020-03-11 20:35:39+00,1
4525,ug4      ,8,6714,5,                      ,2020-03-11 20:42:23+00,1
4452,ug4      ,8,6714,4,2020-03-17 14:30:35+00,2020-03-11 21:05:50+00,1
4599,ug4      ,8,6714,15,                      ,                       |,
4518,ug4      ,8,6714,8,2020-03-19 12:39:18+00,2020-03-11 21:34:06+00,1
4388,ug4      ,8,6714,13,                      ,2020-03-11 22:34:00+00,0
4486,ug4      ,8,6714,12,                      ,2020-03-11 22:04:16+00,0
4504,ug4      ,8,6714,11,                      ,2020-03-11 22:26:04+00,1
4449,ug4      ,8,6724,3,                      ,2020-03-23 16:52:44+00,0
4448,ug4      ,8,6724,4,                      ,2020-03-23 16:52:52+00,0
4497,ug4      ,8,6724,0,2020-03-19 12:38:46+00,2020-02-29 22:59:25+00,2
4477,ug4      ,8,6724,1,2020-03-08 14:12:45+00,2020-02-29 22:59:32+00,1
4454,ug4      ,8,6724,2,                      ,2020-03-23 16:52:06+00,0
4500,ug4      ,8,6781,1,2020-03-12 17:26:01+00,2020-02-25 19:10:54+00,1
4392,ug4      ,8,6781,6,2020-03-19 14:20:56+00,2020-02-25 19:10:49+00,2
4391,ug4      ,8,6781,5,2020-03-19 14:20:41+00,2020-02-25 19:10:24+00,2
4458,ug4      ,8,6781,3,                      ,2020-02-25 19:10:41+00,1
4476,ug4      ,8,6781,0,                      ,2020-02-25 19:08:49+00,2
4427,ug4      ,8,6781,4,2020-03-18 09:48:02+00,2020-02-25 19:10:13+00,1
4490,ug4      ,8,6781,2,2020-03-19 17:09:28+00,2020-03-05 14:27:48+00,1
4582,ug4      ,8,6781,7,2020-03-23 06:50:47+00,2020-03-05 14:25:26+00,1
4571,ug4      ,8,6844,13,                      ,2020-03-04 17:35:04+00,0
4401,ug4      ,8,6844,16,2020-03-17 11:20:44+00,2020-03-04 17:44:19+00,0
4477,ug4      ,8,6844,17,                      ,2020-03-04 17:53:59+00,0
4392,ug4      ,8,6844,4,                      ,2020-03-04 19:20:03+00 |,
4444,ug4      ,8,6844,0,                      ,2020-03-04 17:06:33+00,1
4398,ug4      ,8,6844,1,                      ,2020-03-04 17:38:14+00,1
4446,ug4      ,8,6844,2,                      ,2020-03-04 19:24:45+00,1
4513,ug4      ,8,6844,5,2020-03-27 12:16:46+00,2020-03-04 16:57:13+00,0
4527,ug4      ,8,6844,6,                      ,2020-03-04 16:55:01+00,0
4474,ug4      ,8,6844,7,                      ,2020-03-04 17:54:17+00,0
4468,ug4      ,8,6844,8,2020-03-15 15:29:47+00,2020-03-04 17:03:07+00,0
4460,ug4      ,8,6844,9,2020-03-17 16:36:06+00,2020-03-04 17:10:04+00,0
4533,ug4      ,8,6844,10,                      ,2020-03-04 17:02:12+00,0
4400,ug4      ,8,6844,11,                      ,2020-03-04 17:09:08+00,0
4487,ug4      ,8,6844,12,                      ,2020-03-04 17:14:08+00,0
4526,ug4      ,8,6844,15,                      ,2020-03-04 17:42:48+00,0
4391,ug4      ,8,6844,3,                      ,2020-03-04 17:39:52+00 |,
4365,ug4      ,8,6844,14,                      ,2020-03-04 17:37:29+00,0
4481,ug4      ,8,6854,2,2020-03-26 14:04:25+00,2020-03-25 19:22:18+00,1
4400,ug4      ,8,6854,6,2020-03-26 17:57:09+00,2020-03-25 18:59:29+00,0
4480,ug4      ,8,6854,1,2020-03-26 14:04:31+00,2020-03-25 19:14:56+00,1
4506,ug4      ,8,6854,0,2020-03-27 12:40:23+00,2020-03-24 23:41:40+00,1
4507,ug4      ,8,6854,3,2020-03-27 12:39:08+00,2020-03-25 19:26:01+00,1
4525,ug4      ,8,6854,4,2020-03-26 13:33:23+00,2020-03-24 23:45:02+00,1
4398,ug4      ,8,6854,5,2020-03-26 16:18:23+00,2020-03-26 14:31:42+00,2
4407,ug4      ,8,6856,9,2020-03-27 10:02:45+00,2020-03-27 07:45:07+00,0
4470,ug4      ,8,6856,8,                      ,2020-03-27 07:51:17+00 |,
4466,ug4      ,8,6856,4,2020-03-27 09:38:05+00,2020-03-27 07:40:54+00,1
4417,ug4      ,8,6856,1,                      ,2020-03-27 07:41:41+00,1
4398,ug4      ,8,6856,2,2020-03-27 11:41:14+00,2020-03-27 07:42:47+00,2
4405,ug4      ,8,6856,3,2020-03-27 10:03:04+00,2020-03-27 07:50:43+00,1
4525,ug4      ,8,6856,0,2020-03-27 07:32:18+00,2020-03-27 07:30:48+00,1
4553,ug4      ,8,6856,7,2020-03-27 11:54:10+00,2020-03-27 07:10:05+00,0
4497,ug4      ,8,6856,6,2020-03-27 10:13:36+00,2020-03-27 07:11:05+00,1
4589,ug4      ,8,6856,5,2020-03-27 08:12:13+00,2020-03-27 07:01:34+00,1
4576,ug4      ,8,6857,1,2020-03-26 10:34:02+00,2020-03-04 17:53:32+00,1
4421,ug4      ,8,6857,5,                      ,2020-03-04 17:52:29+00,0
4578,ug4      ,8,6857,0,2020-03-17 16:21:47+00,2020-03-04 17:52:34+00,2
4386,ug4      ,8,6857,6,                      ,2020-03-13 01:55:56+00,0
4379,ug4      ,8,6857,3,2020-03-17 16:47:02+00,2020-03-13 02:21:03+00,1
4400,ug4      ,8,6857,4,2020-03-15 21:30:03+00,2020-03-13 01:50:04+00,1
4398,ug4      ,8,6857,2,2020-03-23 10:21:37+00,2020-03-17 13:45:07+00,2
4449,ug4      ,8,6859,0,2020-03-16 21:14:05+00,2020-03-16 19:01:12+00,0
4516,ug4      ,8,6859,1,2020-03-27 10:39:35+00,2020-03-16 19:01:22+00,0
4493,ug4      ,8,6859,2,2020-03-23 11:18:09+00,2020-03-16 19:01:38+00,0
4458,ug4      ,8,6859,3,                      ,2020-03-16 19:02:02+00,1
4400,ug4      ,8,6859,4,                      ,2020-03-16 19:02:58+00,0
4438,ug4      ,8,6861,3,                      ,2020-03-12 22:06:33+00,1
4461,ug4      ,8,6861,0,2020-03-25 11:42:40+00,2020-03-22 11:55:17+00,1
4398,ug4      ,8,6861,5,2020-03-22 14:14:13+00,2020-03-22 12:10:18+00,2
4408,ug4      ,8,6861,1,2020-03-23 13:39:00+00,2020-03-22 12:24:14+00,2
4365,ug4      ,8,6861,2,2020-03-22 13:16:22+00,2020-03-22 12:52:00+00,1
4377,ug4      ,8,6861,4,2020-03-24 09:58:47+00,2020-03-23 10:18:18+00,2
4547,ug4      ,8,6863,1,2020-03-24 19:22:46+00,2020-03-24 15:44:44+00,1
4473,ug4      ,8,6863,0,2020-03-03 09:53:42+00,2020-03-02 14:14:34+00,2
4476,ug4      ,8,6863,4,                      ,2020-02-24 13:27:38+00,2
4470,ug4      ,8,6863,2,2020-03-03 18:59:00+00,2020-03-03 16:42:09+00,2
4513,ug4      ,8,6863,3,2020-03-11 12:26:30+00,2020-02-24 13:31:46+00,1
4471,ug4      ,8,6863,5,2020-03-12 09:39:38+00,2020-02-24 13:27:48+00,1
4369,ug4      ,8,6866,3,2020-03-10 17:10:11+00,2020-02-28 19:15:24+00,1
4455,ug4      ,8,6866,4,2020-03-17 16:23:44+00,2020-02-28 19:26:03+00,1
4370,ug4      ,8,6866,6,2020-03-24 19:35:23+00,2020-03-24 19:01:20+00,0
4364,ug4      ,8,6866,5,2020-03-24 19:48:57+00,2020-03-24 19:37:38+00,1
4421,ug4      ,8,6866,1,2020-03-10 20:16:12+00,2020-02-28 17:13:41+00,1
4366,ug4      ,8,6866,0,2020-03-23 15:42:54+00,2020-03-21 00:03:23+00,1
4452,ug4      ,8,6866,2,2020-03-09 19:24:33+00,2020-02-28 19:25:41+00,2
4466,ug4      ,8,6869,1,2020-03-17 03:54:21+00,2020-03-16 09:36:45+00,2
4533,ug4      ,8,6869,2,                      ,2020-03-24 19:29:50+00,1
4468,ug4      ,8,6869,0,2020-03-15 05:23:43+00,2020-03-09 11:24:36+00,2
4535,ug4      ,8,6869,4,                      ,2020-03-16 09:37:48+00,2
4582,ug4      ,8,6869,3,                      ,2020-03-05 12:34:48+00,1
4561,ug4      ,8,6872,1,2020-03-18 17:59:47+00,2020-02-29 02:34:03+00,1
4562,ug4      ,8,6872,0,2020-03-18 18:04:22+00,2020-02-29 02:40:27+00,1
4395,ug4      ,8,6872,7,2020-03-20 11:22:33+00,2020-03-18 17:01:09+00,0
4513,ug4      ,8,6872,5,2020-03-22 10:47:32+00,2020-03-11 17:32:09+00,0
4365,ug4      ,8,6872,4,2020-03-11 21:19:10+00,2020-03-03 18:20:54+00,1
4446,ug4      ,8,6872,2,2020-03-25 14:38:31+00,2020-03-23 17:53:13+00,1
4483,ug4      ,8,6872,6,2020-03-09 12:48:47+00,2020-03-05 01:47:02+00,0
4444,ug4      ,8,6872,3,2020-03-25 14:41:32+00,2020-03-23 18:27:23+00,1
4482,ug4      ,8,6872,8,2020-03-25 15:00:51+00,2020-03-25 13:48:08+00,0
4513,ug4      ,8,6874,5,2020-03-11 12:27:45+00,2020-03-04 14:42:33+00,0
4471,ug4      ,8,6874,3,                      ,2020-03-04 14:42:36+00,2
4498,ug4      ,8,6874,4,2020-03-10 14:43:18+00,2020-03-04 14:42:39+00,0
4370,ug4      ,8,6874,2,2020-03-07 09:50:46+00,2020-03-04 14:42:29+00,2
4395,ug4      ,8,6874,1,2020-03-17 12:43:38+00,2020-03-04 14:42:42+00,2
